x,y,z
0.012515942778153127,0.003404803167474907,-0.1004999995306553
0.011868389219418553,0.0015695307122023856,-0.1038665288268843
0.014083181244812946,0.0019391982770258363,-0.10134334996040825
0.004228255064724891,-0.0059139134655187536,0.0013074802930256482
0.012419511247935671,0.0032097940418254053,-0.10049999956794387
0.012092234245894118,0.015876081808875973,0.002056766757125168
0.021499927328003415,-0.004297021303357554,0.0018803698399876623
0.012045799006282831,0.002903617904784231,-0.10076681861224301
0.010715826977418066,0.012789970235871188,0.005484785701330247
0.011582200939571142,0.0025306421414274015,-0.10090244948803812
0.011697529257643694,-0.002970090421592844,0.20199999878444086
0.004734350147403626,-0.005891111754750366,0.002443610208555173
0.0052143881260734454,0.008966950283675869,0.002107019695621307
0.017613821609233044,0.008162390594915424,0.20199999694674026
0.021038955622686054,-0.0044267225522905615,0.0023145426626081864
0.0215571984043021,-0.004320625027700533,0.0019106281607577725
0.015544186588497336,0.01626021981575611,0.0019082106265688775
0.011967142976511802,0.0028491061145811116,-0.10081480341090546
0.011518991026188453,0.0024687180257082033,-0.10085275620118117
0.009176026763123433,0.014470137163567702,0.005500000801089789
0.010694725186700654,0.01246887208543974,0.0055000002116089765
0.012031368363169512,0.002893853245452241,-0.10088051898710249
0.006645552137832505,0.021601267193559367,0.20199999916532407
0.010371075005509284,0.004944657532358301,0.005500000253729102
0.004327977374776606,-0.006092888045106173,0.0016943765011554674
0.010844878025585035,0.0015149902868093986,-0.10074881237195046
0.020465824769382107,0.000752409052999154,-0.008248024569001767
0.005260934747777463,0.0038218798081636686,0.005500003319671678
-0.010810853396877415,-0.0001540284327806093,0.20199999940862973
0.015572204340667821,0.01616383613652866,0.0020639945446043065
0.011809002037960158,0.0027293815973177386,-0.10092387906990641
0.02426741647868387,0.02146788841063674,0.20199999995285395
0.010152053041662133,0.005478714028710337,0.005480467491324782
0.00442598664743487,0.004628481048915814,0.005159215772653579
0.0037408485708084263,0.00830918849911311,0.005500000035809699
0.008395517150926696,0.004575882532481904,0.20199999949305486
0.007542919230029987,0.0035098122700024195,0.005500000898084582
0.013935830210714154,0.01658882153303036,0.002724666236424419
0.01050007502565737,0.01397768930963465,0.005289695632142632
0.01056235345687705,0.013342414213606053,0.0052713614202825245
0.010886451472281601,0.01240142807215026,0.005061129437950306
0.005014759773177085,0.00400832971720488,0.0055000004961539015
0.005762922132064542,0.0037259339061087365,0.005272883511563091
0.010730634935801595,0.0025592018685258516,0.20199999960897946
0.003756289463051108,0.0014043563628670422,0.005500000277842788
0.010529029195064342,0.013550187207247183,0.0052120659117318785
0.010579791340676648,0.013257116595443683,0.005060882474063897
0.010891232556193146,0.01239218816675908,0.005051395922976116
0.00479938788606714,0.004042770835427598,0.005500001884622399
3.5931402636455405e-05,-0.008501058042829392,0.20199999989712258
0.010693413240524233,0.012852646170721155,0.005278236360154096
0.010581710492542407,0.01324817201937701,0.005405302544875144
0.010652265057673735,0.012978917518313371,0.005166176812520292
